Weight,Name,Source,Target
2,Kendrick Lamar,Kendrick Lamar,Maroon 5
1,Kendrick Lamar,Kendrick Lamar,Nate Dogg
3,Kendrick Lamar,Kendrick Lamar,Pharrell Williams
2,Kendrick Lamar,Kendrick Lamar,Pusha T
9,Kendrick Lamar,Kendrick Lamar,SZA
1,Kendrick Lamar,Kendrick Lamar,Sampha
2,Kendrick Lamar,Kendrick Lamar,Sia
3,Kendrick Lamar,Kendrick Lamar,Snoop Dogg
2,Kendrick Lamar,Kendrick Lamar,Summer Walker
5,Kendrick Lamar,Kendrick Lamar,Taylor Swift
1,Kendrick Lamar,Kendrick Lamar,The Chainsmokers
8,Kendrick Lamar,Kendrick Lamar,The Game
4,Kendrick Lamar,Kendrick Lamar,The Weeknd
2,Kendrick Lamar,Kendrick Lamar,Travis Scott
2,Kendrick Lamar,Kendrick Lamar,Tyga
1,Kendrick Lamar,Kendrick Lamar,Wiz Khalifa
1,Kep1er,Kep1er,LE SSERAFIM
1,Kep1er,Kep1er,NewJeans
1,Kevin Gates,Kevin Gates,King Von
1,Kevin Gates,Kevin Gates,Kodak Black
2,Kevin Gates,Kevin Gates,Lil Durk
2,Kevin Gates,Kevin Gates,Mac Miller
1,Kevin Gates,Kevin Gates,Polo G
1,Kevin Gates,Kevin Gates,Pusha T
1,Kevin Gates,Kevin Gates,Rvssian
1,Kevin Gates,Kevin Gates,Snoop Dogg
2,Kevin Gates,Kevin Gates,The Game
1,Kevin Gates,Kevin Gates,Wiz Khalifa
2,Kevin Gates,Kevin Gates,Young Thug
5,Kevin Gates,Kevin Gates,YoungBoy Never Broke Again
3,Khalid,Khalid,Marshmello
1,Khalid,Khalid,Megan Thee Stallion
1,Khalid,Khalid,PNAU
1,Khalid,Khalid,Post Malone
2,Khalid,Khalid,SZA
2,Khalid,Khalid,Shawn Mendes
1,Khalid,Khalid,Summer Walker
2,Khalid,Khalid,Swae Lee
1,Khalid,Khalid,Tate McRae
1,Khalid,Khalid,Tems
2,Khalid,Khalid,benny blanco
17,King Von,King Von,Lil Durk
3,King Von,King Von,Polo G
2,Kodak Black,Kodak Black,Lil Baby
3,Kodak Black,Kodak Black,Lil Durk
1,Kodak Black,Kodak Black,Lil Uzi Vert
1,Kodak Black,Kodak Black,Lil Wayne
2,Kodak Black,Kodak Black,Muni Long
2,Kodak Black,Kodak Black,Playboi Carti
2,Kodak Black,Kodak Black,Roddy Ricch
3,Kodak Black,Kodak Black,Travis Scott
2,Kodak Black,Kodak Black,XXXTENTACION
1,Kodak Black,Kodak Black,Young Thug
1,Kodak Black,Kodak Black,YoungBoy Never Broke Again
1,Kodak Black,Kodak Black,Ñengo Flow
1,L-Gante,L-Gante,Lit Killah
1,L-Gante,L-Gante,Sebastián Yatra
1,L-Gante,L-Gante,Sofía Reyes
1,L-Gante,L-Gante,TINI
1,L.V.,L.V.,Snoop Dogg
1,L7NNON,L7NNON,Luísa Sonza
1,L7NNON,L7NNON,Matuê
3,L7NNON,L7NNON,Xamã
1,LE SSERAFIM,LE SSERAFIM,NewJeans
1,LE SSERAFIM,LE SSERAFIM,Nile Rodgers
1,La Pantera,La Pantera,Quevedo
1,Labrinth,Labrinth,Lost Frequencies
1,Labrinth,Labrinth,Nicki Minaj
1,Labrinth,Labrinth,Pusha T
5,Labrinth,Labrinth,Sia
1,Labrinth,Labrinth,The Weeknd
3,Labrinth,Labrinth,Zendaya
1,Lady Gaga,Lady Gaga,Nicki Minaj
1,Lady Gaga,Lady Gaga,Nile Rodgers
2,Lady Gaga,Lady Gaga,Queen
1,Lady Gaga,Lady Gaga,Sean Paul
1,Lady Gaga,Lady Gaga,Snoop Dogg
1,Lady Gaga,Lady Gaga,The Weeknd
2,Lady Gaga,Lady Gaga,Tiësto
1,Lana Del Rey,Lana Del Rey,Mac Miller
1,Lana Del Rey,Lana Del Rey,Playboi Carti
1,Lana Del Rey,Lana Del Rey,Snoop Dogg
2,Lana Del Rey,Lana Del Rey,Taylor Swift
8,Lana Del Rey,Lana Del Rey,The Weeknd
1,Lazza,Lazza,Rkomi
4,Lazza,Lazza,Sfera Ebbasta
2,Lazza,Lazza,thasup
1,Lenny Tavárez,Lenny Tavárez,Lunay
3,Lenny Tavárez,Lenny Tavárez,Lyanno
3,Lenny Tavárez,Lenny Tavárez,Maluma
1,Lenny Tavárez,Lenny Tavárez,Manuel Turizo
1,Lenny Tavárez,Lenny Tavárez,María Becerra
2,Lenny Tavárez,Lenny Tavárez,Nio García
1,Lenny Tavárez,Lenny Tavárez,Ozuna
1,Lenny Tavárez,Lenny Tavárez,Paulo Londra
2,Lenny Tavárez,Lenny Tavárez,Rauw Alejandro
2,Lenny Tavárez,Lenny Tavárez,Rels B
1,Lenny Tavárez,Lenny Tavárez,Sebastián Yatra
13,Lenny Tavárez,Lenny Tavárez,Sech
3,Lenny Tavárez,Lenny Tavárez,Zion & Lennox
27,Lil Baby,Lil Baby,Lil Durk
2,Lil Baby,Lil Baby,Lil Tjay
3,Lil Baby,Lil Baby,Lil Uzi Vert
1,Lil Baby,Lil Baby,Lil Wayne
1,Lil Baby,Lil Baby,Luciano
1,Lil Baby,Lil Baby,Megan Thee Stallion
3,Lil Baby,Lil Baby,NAV
2,Lil Baby,Lil Baby,Nicki Minaj
1,Lil Baby,Lil Baby,Ninho
4,Lil Baby,Lil Baby,Polo G
2,Lil Baby,Lil Baby,Post Malone
1,Lil Baby,Lil Baby,ROSALÍA
2,Lil Baby,Lil Baby,Roddy Ricch
1,Lil Baby,Lil Baby,Rvssian
1,Lil Baby,Lil Baby,Sfera Ebbasta
2,Lil Baby,Lil Baby,The Weeknd
2,Lil Baby,Lil Baby,Travis Scott
15,Lil Baby,Lil Baby,Young Thug
4,Lil Baby,Lil Baby,YoungBoy Never Broke Again
1,Lil Baby,Lil Baby,Yung Gravy
1,Lil Baby,Lil Baby,iann dior
1,Lil Durk,Lil Durk,Lil Tjay
3,Lil Durk,Lil Durk,Lil Uzi Vert
1,Lil Durk,Lil Durk,Lil Wayne
1,Lil Durk,Lil Durk,Megan Thee Stallion
6,Lil Durk,Lil Durk,NAV
2,Lil Durk,Lil Durk,Nicki Minaj
7,Lil Durk,Lil Durk,Polo G
3,Lil Durk,Lil Durk,Roddy Ricch
1,Lil Durk,Lil Durk,Snoop Dogg
3,Lil Durk,Lil Durk,Summer Walker
2,Lil Durk,Lil Durk,The Kid LAROI
2,Lil Durk,Lil Durk,Travis Scott
1,Lil Durk,Lil Durk,XXXTENTACION
13,Lil Durk,Lil Durk,Young Thug
1,Lil Nas X,Lil Nas X,Lil Wayne
1,Lil Nas X,Lil Nas X,Megan Thee Stallion
1,Lil Nas X,Lil Nas X,Young Thug
1,Lil Nas X,Lil Nas X,YoungBoy Never Broke Again
1,Lil Tjay,Lil Tjay,Lil Wayne
1,Lil Tjay,Lil Tjay,Luar la L
6,Lil Tjay,Lil Tjay,Polo G
1,Lil Tjay,Lil Tjay,Saweetie
2,Lil Tjay,Lil Tjay,Sleepy Hallow
1,Lil Tjay,Lil Tjay,Summer Walker
1,Lil Tjay,Lil Tjay,Swae Lee
2,Lil Tjay,Lil Tjay,The Kid LAROI
1,Lil Tjay,Lil Tjay,Wiz Khalifa
1,Lil Tjay,Lil Tjay,YoungBoy Never Broke Again
1,Lil Uzi Vert,Lil Uzi Vert,Lil Wayne
4,Lil Uzi Vert,Lil Uzi Vert,Mac Miller
1,Lil Uzi Vert,Lil Uzi Vert,Megan Thee Stallion
8,Lil Uzi Vert,Lil Uzi Vert,NAV
4,Lil Uzi Vert,Lil Uzi Vert,Nicki Minaj
2,Lil Uzi Vert,Lil Uzi Vert,Pharrell Williams
23,Lil Uzi Vert,Lil Uzi Vert,Playboi Carti
3,Lil Uzi Vert,Lil Uzi Vert,Post Malone
1,Lil Uzi Vert,Lil Uzi Vert,Pusha T
1,Lil Uzi Vert,Lil Uzi Vert,Southside
2,Lil Uzi Vert,Lil Uzi Vert,The Weeknd
6,Lil Uzi Vert,Lil Uzi Vert,Travis Scott
4,Lil Uzi Vert,Lil Uzi Vert,Wiz Khalifa
1,Lil Uzi Vert,Lil Uzi Vert,XXXTENTACION
3,Lil Uzi Vert,Lil Uzi Vert,Yeat
16,Lil Uzi Vert,Lil Uzi Vert,Young Thug
2,Lil Uzi Vert,Lil Uzi Vert,YoungBoy Never Broke Again
1,Lil Uzi Vert,Lil Uzi Vert,iann dior
1,Lil Wayne,Lil Wayne,Mac Miller
2,Lil Wayne,Lil Wayne,Machine Gun Kelly
64,Lil Wayne,Lil Wayne,Nicki Minaj
1,Lil Wayne,Lil Wayne,Ozuna
6,Lil Wayne,Lil Wayne,Pharrell Williams
1,Lil Wayne,Lil Wayne,Polo G
1,Lil Wayne,Lil Wayne,Post Malone
1,Lil Wayne,Lil Wayne,Pusha T
1,Lil Wayne,Lil Wayne,Roddy Ricch
2,Lil Wayne,Lil Wayne,Saweetie
2,Lil Wayne,Lil Wayne,Sean Paul
2,Lil Wayne,Lil Wayne,Shakira
10,Lil Wayne,Lil Wayne,Snoop Dogg
1,Lil Wayne,Lil Wayne,Swae Lee
38,Lil Wayne,Lil Wayne,The Game
3,Lil Wayne,Lil Wayne,The Weeknd
2,Lil Wayne,Lil Wayne,Travis Scott
36,Lil Wayne,Lil Wayne,Tyga
6,Lil Wayne,Lil Wayne,Wiz Khalifa
4,Lil Wayne,Lil Wayne,XXXTENTACION
3,Lil Wayne,Lil Wayne,Young Thug
2,Lil Wayne,Lil Wayne,YoungBoy Never Broke Again
1,Lil Wayne,Lil Wayne,Yung Gravy
2,Lit Killah,Lit Killah,María Becerra
1,Lit Killah,Lit Killah,Nicki Nicole
1,Lit Killah,Lit Killah,Paulo Londra
4,Lit Killah,Lit Killah,Tiago PZK
1,Lizzo,Lizzo,SZA
1,Lost Frequencies,Lost Frequencies,Macklemore
1,Lost Frequencies,Lost Frequencies,Pritam
1,Lost Frequencies,Lost Frequencies,Sia
3,Luan Santana,Luan Santana,Luísa Sonza
1,Luan Santana,Luan Santana,Marília Mendonça
1,Luan Santana,Luan Santana,Wesley Safadão
1,Luar la L,Luar la L,Mora
1,Luar la L,Luar la L,Nio García
1,Luar la L,Luar la L,Ozuna
1,Luar la L,Luar la L,Rauw Alejandro
1,Luar la L,Luar la L,Ñengo Flow
1,Luciano,Luciano,Sfera Ebbasta
1,Luciano,Luciano,Snoop Dogg
2,Lunay,Lunay,Lyanno
1,Lunay,Lunay,Mora
1,Lunay,Lunay,Nicki Nicole
3,Lunay,Lunay,Ozuna
3,Lunay,Lunay,Rauw Alejandro
1,Lunay,Lunay,Sech
1,Lunay,Lunay,Zion & Lennox
1,Lunay,Lunay,Álvaro Díaz
1,Luísa Sonza,Luísa Sonza,MC Frog
1,Luísa Sonza,Luísa Sonza,Mari Fernandez
1,Luísa Sonza,Luísa Sonza,Marshmello
1,Luísa Sonza,Luísa Sonza,Marília Mendonça
1,Luísa Sonza,Luísa Sonza,PEDRO SAMPAIO
2,Luísa Sonza,Luísa Sonza,Xamã
1,Lyanno,Lyanno,María Becerra
1,Lyanno,Lyanno,Ozuna
12,Lyanno,Lyanno,Rauw Alejandro
1,Lyanno,Lyanno,Sech
1,Lyanno,Lyanno,Zion & Lennox
1,Lyanno,Lyanno,Álvaro Díaz
1,Lyanno,Lyanno,Ñengo Flow
1,MC Danny,MC Danny,Marcynho Sensação
1,MC Danny,MC Danny,Zé Felipe
1,MC Pedrinho,MC Pedrinho,PEDRO SAMPAIO
2,MNEK,MNEK,Riton
1,MNEK,MNEK,Troye Sivan
1,Mac Miller,Mac Miller,Maroon 5
3,Mac Miller,Mac Miller,Post Malone
1,Mac Miller,Mac Miller,Project Pat
1,Mac Miller,Mac Miller,SZA
1,Mac Miller,Mac Miller,Sia
19,Mac Miller,Mac Miller,Wiz Khalifa
1,Mac Miller,Mac Miller,Young Thug
1,Machine Gun Kelly,Machine Gun Kelly,Pusha T
1,Machine Gun Kelly,Machine Gun Kelly,Snoop Dogg
2,Machine Gun Kelly,Machine Gun Kelly,The Kid LAROI
1,Machine Gun Kelly,Machine Gun Kelly,WILLOW
2,Machine Gun Kelly,Machine Gun Kelly,Wiz Khalifa
4,Machine Gun Kelly,Machine Gun Kelly,Young Thug
8,Machine Gun Kelly,Machine Gun Kelly,blackbear
4,Machine Gun Kelly,Machine Gun Kelly,iann dior
1,Macklemore,Macklemore,Nirvana
1,Macklemore,Macklemore,Snoop Dogg
1,Macklemore,Macklemore,Tones and I
2,Mae Muller,Mae Muller,Polo G
2,Mahmood,Mahmood,Sfera Ebbasta
2,Mahmood,Mahmood,thasup
1,Maiara & Maraisa,Maiara & Maraisa,Mari Fernandez
37,Maiara & Maraisa,Maiara & Maraisa,Marília Mendonça
1,Maiara & Maraisa,Maiara & Maraisa,Zé Felipe
2,Maluma,Maluma,Manuel Turizo
2,Maluma,Maluma,Megan Thee Stallion
1,Maluma,Maluma,Nicki Minaj
1,Maluma,Maluma,Olga Merediz
1,Maluma,Maluma,Ozuna
1,Maluma,Maluma,Quevedo
1,Maluma,Maluma,Rauw Alejandro
1,Maluma,Maluma,Ryan Castro
1,Maluma,Maluma,Sean Paul
1,Maluma,Maluma,Sech
4,Maluma,Maluma,Shakira
1,Maluma,Maluma,Stephanie Beatriz
1,Maluma,Maluma,Swae Lee
1,Maluma,Maluma,The Chainsmokers
1,Maluma,Maluma,The Weeknd
1,Maluma,Maluma,Tyga
1,Maluma,Maluma,XXXTENTACION
2,Maluma,Maluma,Zion & Lennox
2,Maluma,Maluma,Ñengo Flow
1,Manuel Turizo,Manuel Turizo,Marshmello
1,Manuel Turizo,Manuel Turizo,María Becerra
1,Manuel Turizo,Manuel Turizo,Nio García
2,Manuel Turizo,Manuel Turizo,Ozuna
2,Manuel Turizo,Manuel Turizo,Rauw Alejandro
1,Manuel Turizo,Manuel Turizo,Sean Paul
3,Manuel Turizo,Manuel Turizo,Sebastián Yatra
2,Manuel Turizo,Manuel Turizo,Sech
1,Manuel Turizo,Manuel Turizo,Shakira
1,Manuel Turizo,Manuel Turizo,Sofía Reyes
1,Manuel Turizo,Manuel Turizo,TINI
2,Manuel Turizo,Manuel Turizo,Zion & Lennox
1,Marcynho Sensação,Marcynho Sensação,Mari Fernandez
1,Marcynho Sensação,Marcynho Sensação,Zé Felipe
1,Mari Fernandez,Mari Fernandez,Wesley Safadão
1,Mari Fernandez,Mari Fernandez,Xand Avião
1,Maroon 5,Maroon 5,Megan Thee Stallion
1,Maroon 5,Maroon 5,Nicki Minaj
2,Maroon 5,Maroon 5,SZA
1,Maroon 5,Maroon 5,Shakira
1,Maroon 5,Maroon 5,Snoop Dogg
1,Maroon 5,Maroon 5,Tainy
1,Maroon 5,Maroon 5,Wiz Khalifa
1,Maroon 5,Maroon 5,blackbear
1,Marshmello,Marshmello,Megan Thee Stallion
1,Marshmello,Marshmello,Polimá Westcoast
2,Marshmello,Marshmello,Polo G
1,Marshmello,Marshmello,Pritam
1,Marshmello,Marshmello,Roddy Ricch
1,Marshmello,Marshmello,Sean Paul
2,Marshmello,Marshmello,Sleepy Hallow
2,Marshmello,Marshmello,Southside
2,Marshmello,Marshmello,The Kid LAROI
2,Marshmello,Marshmello,Tiago PZK
1,Marshmello,Marshmello,Tyga
2,Marshmello,Marshmello,benny blanco
2,Marshmello,Marshmello,blackbear
1,María Becerra,María Becerra,Nicki Nicole
1,María Becerra,María Becerra,Rauw Alejandro
1,María Becerra,María Becerra,Sofía Reyes
1,María Becerra,María Becerra,TINI
2,María Becerra,María Becerra,Tiago PZK
1,María Becerra,María Becerra,Zion & Lennox
1,Marília Mendonça,Marília Mendonça,Wesley Safadão
3,Mauro Castillo,Mauro Castillo,Rhenzy Feliz
3,Mauro Castillo,Mauro Castillo,Stephanie Beatriz
1,Megan Thee Stallion,Megan Thee Stallion,Nicki Minaj
1,Megan Thee Stallion,Megan Thee Stallion,Ozuna
1,Megan Thee Stallion,Megan Thee Stallion,Post Malone
1,Megan Thee Stallion,Megan Thee Stallion,SZA
2,Megan Thee Stallion,Megan Thee Stallion,Tyga
1,Megan Thee Stallion,Megan Thee Stallion,Wiz Khalifa
1,Megan Thee Stallion,Megan Thee Stallion,Young Thug
3,Mora,Mora,Nicki Nicole
1,Mora,Mora,Quevedo
2,Mora,Mora,Sech
1,Mora,Mora,Tainy
1,Mora,Mora,Álvaro Díaz
1,Morat,Morat,Sebastián Yatra
1,Morat,Morat,TINI
2,Mufasa & Hypeman,Mufasa & Hypeman,Nightcrawlers
1,Mufasa & Hypeman,Mufasa & Hypeman,Nile Rodgers
2,Mufasa & Hypeman,Mufasa & Hypeman,Riton
1,Mufasa & Hypeman,Mufasa & Hypeman,Tiësto
1,Muni Long,Muni Long,Saweetie
3,NAV,NAV,Playboi Carti
1,NAV,NAV,Swae Lee
2,NAV,NAV,The Weeknd
4,NAV,NAV,Travis Scott
7,NAV,NAV,Young Thug
98,Nate Dogg,Nate Dogg,Snoop Dogg
8,Nate Dogg,Nate Dogg,The Game
2,Nicki Minaj,Nicki Minaj,Pharrell Williams
1,Nicki Minaj,Nicki Minaj,Playboi Carti
1,Nicki Minaj,Nicki Minaj,Polo G
1,Nicki Minaj,Nicki Minaj,Post Malone
1,Nicki Minaj,Nicki Minaj,Pusha T
2,Nicki Minaj,Nicki Minaj,Rvssian
1,Nicki Minaj,Nicki Minaj,Saweetie
1,Nicki Minaj,Nicki Minaj,Sean Paul
2,Nicki Minaj,Nicki Minaj,Sia
1,Nicki Minaj,Nicki Minaj,Snoop Dogg
1,Nicki Minaj,Nicki Minaj,Swae Lee
1,Nicki Minaj,Nicki Minaj,The Game
4,Nicki Minaj,Nicki Minaj,The Weeknd
2,Nicki Minaj,Nicki Minaj,Travis Scott
10,Nicki Minaj,Nicki Minaj,Tyga
1,Nicki Minaj,Nicki Minaj,WILLOW
1,Nicki Minaj,Nicki Minaj,Wiz Khalifa
7,Nicki Minaj,Nicki Minaj,Young Thug
5,Nicki Minaj,Nicki Minaj,YoungBoy Never Broke Again
1,Nicki Nicole,Nicki Nicole,Rauw Alejandro
1,Nicki Nicole,Nicki Nicole,Rels B
1,Nicki Nicole,Nicki Nicole,Tiago PZK
2,Nicki Nicole,Nicki Nicole,Trueno
1,Nightcrawlers,Nightcrawlers,Nile Rodgers
4,Nightcrawlers,Nightcrawlers,Riton
1,Nightcrawlers,Nightcrawlers,Tiësto
1,Nile Rodgers,Nile Rodgers,Paloma Faith
8,Nile Rodgers,Nile Rodgers,Pharrell Williams
2,Nile Rodgers,Nile Rodgers,Rauw Alejandro
1,Nile Rodgers,Nile Rodgers,Riton
1,Nile Rodgers,Nile Rodgers,Tiësto
1,Nile Rodgers,Nile Rodgers,Wiz Khalifa
1,Ninho,Ninho,Omah Lay
2,Nio García,Nio García,Ozuna
2,Nio García,Nio García,Rauw Alejandro
1,Nio García,Nio García,Zion & Lennox
1,Nio García,Nio García,Ñengo Flow
1,Nirvana,Nirvana,Snoop Dogg
4,Olga Merediz,Olga Merediz,Stephanie Beatriz
1,Omah Lay,Omah Lay,Ozuna
1,OneRepublic,OneRepublic,Sebastián Yatra
1,OneRepublic,OneRepublic,Swedish House Mafia
1,Ozuna,Ozuna,PNAU
1,Ozuna,Ozuna,Post Malone
1,Ozuna,Ozuna,ROSALÍA
1,Ozuna,Ozuna,Rauw Alejandro
2,Ozuna,Ozuna,Sech
2,Ozuna,Ozuna,Sfera Ebbasta
1,Ozuna,Ozuna,Shakira
1,Ozuna,Ozuna,Sia
2,Ozuna,Ozuna,Snoop Dogg
1,Ozuna,Ozuna,Swae Lee
1,Ozuna,Ozuna,TINI
2,Ozuna,Ozuna,Tainy
1,Ozuna,Ozuna,Tyga
1,Ozuna,Ozuna,XXXTENTACION
3,Ozuna,Ozuna,Zion & Lennox
5,Ozuna,Ozuna,Ñengo Flow
1,PNAU,PNAU,Tiësto
2,PNAU,PNAU,Troye Sivan
1,PSY,PSY,SUGA
1,PSY,PSY,Snoop Dogg
2,PSY,PSY,Tyga
1,Pailita,Pailita,Paloma Mami
1,Pailita,Pailita,Polimá Westcoast
17,Pharrell Williams,Pharrell Williams,Pusha T
1,Pharrell Williams,Pharrell Williams,Sean Paul
46,Pharrell Williams,Pharrell Williams,Snoop Dogg
2,Pharrell Williams,Pharrell Williams,Summer Walker
1,Pharrell Williams,Pharrell Williams,Swae Lee
5,Pharrell Williams,Pharrell Williams,Swedish House Mafia
14,Pharrell Williams,Pharrell Williams,The Game
2,Pharrell Williams,Pharrell Williams,Travis Scott
3,Pharrell Williams,Pharrell Williams,Tyga
2,Pharrell Williams,Pharrell Williams,Wiz Khalifa
1,Pharrell Williams,Pharrell Williams,Young Thug
2,Playboi Carti,Playboi Carti,The Weeknd
3,Playboi Carti,Playboi Carti,Travis Scott
1,Playboi Carti,Playboi Carti,Young Thug
1,Polimá Westcoast,Polimá Westcoast,Rels B
1,Polo G,Polo G,Roddy Ricch
1,Polo G,Polo G,Southside
3,Polo G,Polo G,The Kid LAROI
1,Polo G,Polo G,Young Thug
2,Post Malone,Post Malone,Roddy Ricch
1,Post Malone,Post Malone,Rvssian
1,Post Malone,Post Malone,SZA
1,Post Malone,Post Malone,Saweetie
1,Post Malone,Post Malone,Shawn Mendes
2,Post Malone,Post Malone,Swae Lee
2,Post Malone,Post Malone,The Kid LAROI
1,Post Malone,Post Malone,The Weeknd
3,Post Malone,Post Malone,Tiësto
2,Post Malone,Post Malone,Travis Scott
2,Post Malone,Post Malone,Tyga
3,Post Malone,Post Malone,Young Thug
1,Post Malone,Post Malone,YoungBoy Never Broke Again
15,Project Pat,Project Pat,Wiz Khalifa
2,Pusha T,Pusha T,Snoop Dogg
1,Pusha T,Pusha T,Stromae
3,Pusha T,Pusha T,The Game
2,Pusha T,Pusha T,Travis Scott
3,Pusha T,Pusha T,Tyga
2,Pusha T,Pusha T,Wiz Khalifa
1,Pusha T,Pusha T,Young Thug
1,Queen,Queen,Tiësto
3,ROSALÍA,ROSALÍA,Rauw Alejandro
1,ROSALÍA,ROSALÍA,Sech
2,ROSALÍA,ROSALÍA,The Weeknd
1,ROSALÍA,ROSALÍA,Travis Scott
1,Rauw Alejandro,Rauw Alejandro,Rvssian
1,Rauw Alejandro,Rauw Alejandro,Sebastián Yatra
3,Rauw Alejandro,Rauw Alejandro,Sech
1,Rauw Alejandro,Rauw Alejandro,Shakira
5,Rauw Alejandro,Rauw Alejandro,Tainy
2,Rauw Alejandro,Rauw Alejandro,Zion & Lennox
3,Rauw Alejandro,Rauw Alejandro,Álvaro Díaz
1,Rauw Alejandro,Rauw Alejandro,Ñengo Flow
1,Rema,Rema,Rvssian
1,Residente,Residente,Shakira
3,Rhenzy Feliz,Rhenzy Feliz,Stephanie Beatriz
1,Riton,Riton,Tiësto
2,Rkomi,Rkomi,Sfera Ebbasta
1,Rkomi,Rkomi,thasup
1,Roddy Ricch,Roddy Ricch,The Game
1,Roddy Ricch,Roddy Ricch,Tyga
1,Roddy Ricch,Roddy Ricch,Young Thug
3,Russ,Russ,Snoop Dogg
1,Russ,Russ,The Game
1,Russ,Russ,Wiz Khalifa
1,Rvssian,Rvssian,Sean Paul
2,Rvssian,Rvssian,Sfera Ebbasta
1,Rvssian,Rvssian,Tiago PZK
1,Rvssian,Rvssian,Travis Scott
1,SUGA,SUGA,j‐hope
3,SZA,SZA,Summer Walker
1,SZA,SZA,The Weeknd
4,SZA,SZA,Travis Scott
1,SZA,SZA,WILLOW
1,SZA,SZA,XXXTENTACION
1,Saweetie,Saweetie,Sia
2,Saweetie,Saweetie,Tyga
1,Sean Paul,Sean Paul,Sfera Ebbasta
2,Sean Paul,Sean Paul,Sia
1,Sean Paul,Sean Paul,Sofía Reyes
2,Sean Paul,Sean Paul,Tainy
4,Sebastián Yatra,Sebastián Yatra,TINI
1,Sebastián Yatra,Sebastián Yatra,Zion & Lennox
2,Sebastián Yatra,Sebastián Yatra,Álvaro Díaz
2,Sech,Sech,Tainy
4,Sech,Sech,Zion & Lennox
3,Sfera Ebbasta,Sfera Ebbasta,thasup
2,Shawn Mendes,Shawn Mendes,Tainy
1,Shawn Mendes,Shawn Mendes,Taylor Swift
1,Shawn Mendes,Shawn Mendes,The Chainsmokers
1,Shawn Mendes,Shawn Mendes,Tiësto
1,Sia,Sia,Sofía Reyes
1,Sia,Sia,The Chainsmokers
2,Sia,Sia,The Weeknd
1,Sia,Sia,Wiz Khalifa
41,Snoop Dogg,Snoop Dogg,The Game
1,Snoop Dogg,Snoop Dogg,Tiësto
2,Snoop Dogg,Snoop Dogg,Tyga
49,Snoop Dogg,Snoop Dogg,Wiz Khalifa
1,Snoop Dogg,Snoop Dogg,Young Thug
1,Snoop Dogg,Snoop Dogg,YoungBoy Never Broke Again
2,Snoop Dogg,Snoop Dogg,benny blanco
1,Sofía Reyes,Sofía Reyes,Zion & Lennox
1,Southside,Southside,Swae Lee
1,Southside,Southside,Travis Scott
2,Southside,Southside,Young Thug
1,Steve Lacy,Steve Lacy,The Weeknd
1,Summer Walker,Summer Walker,The Weeknd
2,Swae Lee,Swae Lee,The Weeknd
4,Swae Lee,Swae Lee,Travis Scott
2,Swae Lee,Swae Lee,Tyga
1,Swae Lee,Swae Lee,Wiz Khalifa
1,Swae Lee,Swae Lee,Wizkid
1,Swae Lee,Swae Lee,XXXTENTACION
2,Swae Lee,Swae Lee,Young Thug
1,Swae Lee,Swae Lee,benny blanco
4,Swedish House Mafia,Swedish House Mafia,The Weeknd
1,Swedish House Mafia,Swedish House Mafia,Tiësto
2,TINI,TINI,Tiago PZK
2,Tainy,Tainy,benny blanco
3,Tainy,Tainy,Álvaro Díaz
4,Tate McRae,Tate McRae,Tiësto
4,Tate McRae,Tate McRae,Troye Sivan
1,Tate McRae,Tate McRae,blackbear
2,Tems,Tems,Wizkid
1,The Chainsmokers,The Chainsmokers,The Weeknd
1,The Chainsmokers,The Chainsmokers,Tiësto
9,The Game,The Game,Tyga
8,The Game,The Game,Wiz Khalifa
1,The Game,The Game,Young Thug
1,The Game,The Game,YoungBoy Never Broke Again
4,The Kid LAROI,The Kid LAROI,YoungBoy Never Broke Again
1,The Kid LAROI,The Kid LAROI,blackbear
9,The Weeknd,The Weeknd,Travis Scott
2,The Weeknd,The Weeknd,Wiz Khalifa
1,The Weeknd,The Weeknd,XXXTENTACION
1,The Weeknd,The Weeknd,Young Thug
1,Tiago PZK,Tiago PZK,Trueno
1,Tony Dize,Tony Dize,Zion & Lennox
2,Tony Dize,Tony Dize,Ñengo Flow
1,Travis Scott,Travis Scott,Wiz Khalifa
34,Travis Scott,Travis Scott,Young Thug
13,Tyga,Tyga,Wiz Khalifa
1,Tyga,Tyga,Wizkid
2,Tyga,Tyga,Young Thug
8,Vulgo FK,Vulgo FK,Xamã
1,Wesley Safadão,Wesley Safadão,Xand Avião
2,Wesley Safadão,Wesley Safadão,Zé Felipe
1,Wiz Khalifa,Wiz Khalifa,Young Thug
1,Wiz Khalifa,Wiz Khalifa,blackbear
1,XXXTENTACION,XXXTENTACION,Young Thug
1,XXXTENTACION,XXXTENTACION,YoungBoy Never Broke Again
2,Yeat,Yeat,Young Thug
3,Yeat,Yeat,YoungBoy Never Broke Again
2,Young Thug,Young Thug,YoungBoy Never Broke Again
2,Zion & Lennox,Zion & Lennox,Ñengo Flow
2,A$AP Rocky,A$AP Rocky,21 Savage
3,Bad Bunny,Bad Bunny,21 Savage
1,Blxst,Blxst,21 Savage
2,Burna Boy,Burna Boy,21 Savage
1,Calvin Harris,Calvin Harris,21 Savage
2,Cardi B,Cardi B,21 Savage
1,Childish Gambino,Childish Gambino,21 Savage
5,DJ Khaled,DJ Khaled,21 Savage
3,DaBaby,DaBaby,21 Savage
1,Don Toliver,Don Toliver,21 Savage
